player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,5,1,2,1,0,0,1,.277,.360,.397
S. Espinal,4,1,1,0,0,1,0,.269,.325,.317
E. De La Cruz,5,1,1,0,0,0,2,.241,.314,.399
A. Hays,5,1,2,1,0,0,0,.320,.361,.580
S. Steer,5,1,3,1,0,0,0,.225,.288,.349
T. Stephenson,4,1,1,1,0,1,3,.186,.294,.322
J. Trevino,2,0,0,0,0,1,0,.293,.330,.495
G. Lux,0,0,0,0,0,1,0,.292,.381,.409
A. Wynns,1,0,1,0,0,0,0,.400,.442,.700
C. Joe,2,0,1,0,0,0,0,.364,.391,.455
W. Benson,2,0,0,0,0,1,0,.333,.415,.833
M. McLain,4,0,1,0,0,0,0,.174,.283,.310
