player,ip,h,r,er,bb,k,hr,pc_st,era
J. Ryan,5.0,4,3,2,3,6,0,92-61,2.96
B. Stewart,1.0,0,0,0,0,1,0,14-10,2.76
C. Sands,1.0,0,0,0,0,0,0,17-9,2.89
G. Jax,1.0,0,0,0,0,0,0,9-7,4.66
J. Duran,1.0,1,0,0,0,1,0,16-11,1.19
