player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
R. Acuna Jr.,3,0,1,0,0,1,2,.341,.413,.610
A. Riley,4,0,0,0,0,0,1,.270,.328,.434
M. Olson,3,1,0,0,0,1,2,.237,.335,.451
M. Ozuna,3,0,0,0,0,1,1,.274,.418,.457
O. Albies,3,0,0,0,0,1,1,.232,.302,.343
A. Verdugo,3,0,1,0,0,0,1,.254,.312,.317
E. White,1,0,0,0,0,0,0,.242,.286,.386
S. Murphy,3,0,1,0,0,0,1,.224,.326,.472
L. Williams,0,0,0,0,0,0,0,.154,.214,.231
N. Allen,2,0,0,0,0,0,1,.233,.305,.260
D. Baldwin,1,0,0,1,0,1,1,.315,.367,.514
M. Harris,4,0,0,0,0,0,2,.227,.255,.328
