player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Duran,5,0,1,2,0,0,2,.273,.327,.423
R. Devers,4,2,1,1,1,0,1,.283,.407,.522
R. Refsnyder,2,1,0,0,0,1,1,.284,.375,.522
W. Abreu,2,0,0,0,0,0,0,.245,.321,.471
C. Narvaez,4,1,2,3,1,1,1,.282,.361,.459
R. Gonzalez,4,0,0,0,0,0,2,.311,.350,.459
M. Mayer,1,1,0,0,0,0,0,.222,.282,.361
A. Toro,5,2,3,2,1,0,0,.341,.353,.573
T. Story,4,2,2,1,1,1,0,.226,.274,.346
C. Rafaela,4,1,1,0,0,1,2,.244,.296,.394
K. Campbell,3,1,2,2,1,1,0,.233,.323,.364
D. Hamilton,0,0,0,0,0,0,0,.193,.221,.301
