player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,4,1,0,0,0,0,1,.279,.353,.490
B. Nimmo,3,2,1,0,0,0,1,.232,.296,.412
J. Soto,1,1,0,1,0,3,0,.232,.366,.436
P. Alonso,4,2,2,5,2,0,1,.290,.386,.563
B. Baty,4,0,0,0,0,0,1,.234,.274,.438
J. Young,1,0,0,0,0,1,1,.167,.250,.389
S. Marte,2,0,0,0,0,0,0,.220,.331,.340
R. Mauricio,4,0,0,0,0,0,2,.000,.000,.000
L. Acuna,0,0,0,0,0,0,0,.246,.298,.292
J. McNeil,3,0,1,0,0,0,0,.247,.349,.461
T. Taylor,1,0,0,0,0,0,0,.238,.298,.335
L. Torrens,4,0,0,0,0,0,0,.250,.336,.390
