player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,4,0,1,1,0,0,1,.272,.347,.455
B. Nimmo,4,0,2,0,0,0,1,.219,.279,.404
J. Soto,2,0,0,1,0,1,1,.233,.361,.409
P. Alonso,3,0,1,0,0,1,0,.291,.392,.533
J. Young,2,0,0,0,0,0,1,.000,.167,.000
S. Marte,1,0,0,0,0,0,0,.227,.343,.330
B. Baty,4,0,0,0,0,0,1,.240,.275,.471
T. Taylor,3,1,1,0,0,1,2,.250,.308,.361
J. McNeil,3,0,0,0,0,1,1,.221,.349,.426
F. Alvarez,3,0,1,0,0,0,0,.236,.321,.306
L. Acuna,0,1,0,0,0,0,0,.260,.313,.309
L. Torrens,1,0,1,0,0,0,0,.275,.347,.429
