player,ip,h,r,er,bb,k,hr,pc_st,era
S. Alcantara,4.0,7,6,6,4,0,0,71-44,8.47
J. Tinoco,1.0,1,0,0,0,0,0,16-11,5.71
A. Bender,1.0,0,0,0,0,0,0,10-8,1.59
R. Henriquez,2.0,1,2,2,1,3,1,29-16,2.30
C. Faucher,1.0,0,0,0,0,0,0,8-5,5.21
