player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J.P. Crawford,2,0,0,0,0,2,0,.279,.396,.388
C. Raleigh,4,1,2,1,0,0,2,.264,.375,.627
J. Rodriguez,4,0,2,0,0,0,0,.248,.318,.413
R. Arozarena,3,0,1,1,0,0,1,.217,.337,.377
M. Garver,3,0,0,0,0,1,0,.198,.319,.250
M. Mastrobuoni,0,0,0,0,0,0,0,.229,.312,.292
D. Moore,2,0,0,0,0,0,2,.260,.317,.473
J. Polanco,1,0,0,0,0,0,1,.253,.301,.487
L. Taveras,1,0,0,0,0,0,0,.213,.235,.319
D. Solano,2,0,0,0,0,0,1,.169,.207,.195
R. Tellez,2,0,0,0,0,0,1,.204,.257,.431
C. Young,3,0,0,0,0,0,2,.077,.143,.077
B. Williamson,2,1,0,0,0,0,1,.243,.277,.297
