player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Grisham,4,1,0,1,0,1,1,.284,.370,.602
B. Rice,4,0,2,2,0,0,0,.264,.362,.573
O. Peraza,1,1,0,0,0,0,0,.200,.273,.325
A. Judge,3,2,1,1,1,1,0,.412,.503,.772
P. Reyes,0,0,0,0,0,0,0,.158,.238,.158
C. Bellinger,3,2,1,1,0,1,0,.205,.281,.359
J. Dominguez,3,1,2,0,0,1,0,.238,.330,.376
A. Volpe,4,2,2,1,0,0,1,.236,.322,.433
A. Wells,4,2,2,5,1,0,0,.220,.273,.486
O. Cabrera,4,0,0,0,0,0,0,.250,.317,.304
J. Vivas,2,0,0,0,0,0,0,.111,.333,.111
P. Goldschmidt,1,1,0,0,0,1,0,.351,.401,.478
