player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Friedl,5,0,2,0,0,0,2,.301,.381,.413
S. Espinal,4,0,0,0,0,0,0,.270,.328,.325
E. De La Cruz,4,1,1,0,0,0,0,.256,.329,.444
A. Hays,2,1,0,0,0,1,1,.303,.346,.555
A. Wynns,0,0,0,0,0,0,0,.400,.442,.700
G. Lux,1,0,0,0,0,0,0,.291,.381,.406
T. Stephenson,4,0,3,0,0,0,1,.243,.341,.432
S. Steer,4,0,3,2,0,0,0,.231,.299,.344
C. Joe,3,0,0,0,0,0,0,.286,.333,.357
W. Benson,1,0,0,0,0,0,0,.255,.322,.608
M. McLain,4,0,0,0,0,0,1,.179,.278,.306
G. Hampson,3,0,0,0,0,1,0,.250,.333,.250
