player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,4,2,1,0,0,1,1,.284,.356,.498
S. Marte,4,2,1,0,0,0,1,.224,.336,.347
B. Baty,0,0,0,0,0,0,0,.242,.282,.452
L. Torrens,1,0,0,0,0,0,0,.260,.349,.406
J. Soto,5,1,1,2,1,0,1,.233,.361,.438
P. Alonso,5,0,2,2,0,0,1,.286,.384,.537
B. Nimmo,5,0,1,1,0,0,1,.231,.293,.413
T. Taylor,3,0,1,0,0,1,0,.239,.299,.337
R. Mauricio,4,0,0,0,0,0,1,.000,.000,.000
F. Alvarez,3,0,0,0,0,1,0,.239,.330,.307
J. McNeil,4,0,1,0,0,0,0,.244,.350,.465
L. Acuna,0,0,0,0,0,0,0,.246,.298,.292
