player,ip,h,r,er,bb,k,hr,pc_st,era
L. Webb,6.0,6,2,2,0,10,1,100-67,2.58
E. Miller,1.0,0,0,0,0,0,0,11-6,1.25
S. Hjelle,1.0,1,0,0,1,0,0,21-11,0.00
T. Rogers,1.0,0,0,0,1,0,0,12-8,1.48
