player,ip,h,r,er,bb,k,hr,pc_st,era
K. Allard,4.0,4,2,2,0,3,0,62-44,2.05
C. Smith,1.1,1,1,1,1,1,0,22-13,2.92
A. Walters,1.0,1,1,1,0,2,0,20-14,9.00
T. Herrin,0.2,0,0,0,1,0,0,7-3,3.66
M. Festa,1.0,1,0,0,0,0,0,8-6,3.65
E. Clase,1.0,0,0,0,0,1,0,10-8,4.30
