player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. India,4,1,2,2,1,0,0,.249,.335,.325
B. Witt Jr.,3,1,1,0,0,2,1,.288,.351,.492
M. Garcia,5,1,0,0,0,0,0,.306,.366,.457
V. Pasquantino,5,0,4,2,0,0,0,.269,.322,.408
F. Fermin,0,0,0,0,0,0,0,.243,.284,.301
S. Perez,5,1,2,0,0,0,0,.232,.270,.355
J. Caglianone,4,0,1,1,0,0,0,.111,.111,.222
J. Rave,0,0,0,0,0,0,0,.200,.250,.267
M. Canha,1,0,0,0,0,0,0,.260,.325,.288
D. Waters,5,0,0,0,0,0,2,.273,.309,.370
M. Massey,4,0,1,0,0,0,0,.205,.224,.262
N. Loftin,0,1,0,0,0,0,0,.250,.273,.500
K. Isbel,4,0,1,0,0,0,1,.283,.291,.414
