player,ip,h,r,er,bb,k,hr,pc_st,era
P. Skenes,6.0,3,2,2,4,6,0,102-60,2.77
D. Santana,1.0,1,0,0,0,1,0,14-10,1.26
D. Bednar,1.0,0,0,0,0,1,0,15-9,5.00
