player,ip,h,r,er,bb,k,hr,pc_st,era
Z. Wheeler,7.0,4,2,2,0,9,1,84-59,3.35
O. Kerkering,1.0,1,1,1,1,1,0,24-14,5.14
M. Strahm,1.0,1,1,1,1,2,0,26-15,3.07
