player,ip,h,r,er,bb,k,hr,pc_st,era
B. Woo,6.2,6,3,3,1,3,2,95-62,2.82
M. Brash,0.1,0,0,0,0,0,0,6-3,0.00
C. Vargas,1.0,0,0,0,1,1,0,15-10,2.89
A. Munoz,1.0,4,3,3,0,2,1,24-16,1.09
C. Legumina,1.0,4,6,5,2,1,1,33-20,4.58
