player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
Z. Neto,4,0,1,0,0,0,1,.281,.321,.534
N. Schanuel,4,0,0,0,0,0,0,.273,.368,.383
Y. Moncada,2,0,1,0,0,0,0,.228,.333,.478
K. Newman,1,0,0,0,0,0,0,.180,.196,.200
J. Adell,1,0,0,0,0,0,0,.194,.261,.361
T. Ward,4,0,0,0,0,0,2,.218,.265,.493
J. Soler,3,0,2,0,0,1,1,.225,.297,.390
M. Lugo,0,0,0,0,0,0,0,.231,.250,.564
L. O'Hoppe,3,0,0,0,0,1,2,.260,.296,.521
T. d'Arnaud,3,0,0,0,0,0,1,.205,.262,.321
C. Taylor,3,0,1,0,0,0,1,.111,.111,.111
L. Rengifo,2,0,0,0,0,0,0,.222,.254,.281
