player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
I. Happ,4,0,0,0,0,0,2,.254,.341,.364
K. Tucker,4,0,0,0,0,0,1,.282,.391,.517
S. Suzuki,4,2,2,2,2,0,1,.269,.332,.563
D. Swanson,4,0,0,0,0,0,0,.236,.289,.415
P. Crow-Armstrong,4,1,1,1,1,0,2,.278,.313,.563
N. Hoerner,4,1,1,0,0,0,0,.288,.333,.360
M. Busch,3,1,1,2,1,1,1,.276,.377,.521
M. Shaw,4,1,1,1,1,0,1,.258,.336,.375
R. McGuire,3,0,1,0,0,0,0,.227,.227,.500
