player,ip,h,r,er,bb,k,hr,pc_st,era
K. Freeland,4.2,9,8,4,3,3,1,85-57,5.86
A. Chivilli,0.1,3,3,3,1,1,0,20-10,6.14
R. Rolison,2.0,6,2,2,1,3,0,40-25,7.11
J. Mejia,2.0,3,0,0,0,1,0,20-14,3.72
