player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Lindor,5,0,2,1,0,0,2,.275,.348,.459
B. Nimmo,5,1,1,0,0,0,0,.218,.277,.399
J. Soto,4,0,0,0,0,0,1,.228,.355,.401
P. Alonso,4,1,1,2,1,0,0,.291,.390,.542
B. Baty,4,2,2,0,0,0,1,.250,.283,.472
J. Young,3,1,2,2,1,0,0,.250,.333,.750
S. Marte,1,0,0,0,0,0,1,.225,.340,.326
M. Vientos,3,0,1,0,0,0,1,.236,.308,.374
T. Taylor,1,0,0,0,0,0,0,.248,.306,.359
J. McNeil,3,0,2,1,0,0,0,.239,.356,.437
L. Acuna,0,1,0,0,0,0,0,.260,.313,.309
F. Alvarez,2,0,1,0,0,1,0,.243,.341,.311
