player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
S. Ohtani,5,1,2,2,1,0,2,.296,.399,.607
A. Pages,5,1,1,0,0,0,0,.274,.341,.487
C. Taylor,0,0,0,0,0,0,0,.217,.217,.261
F. Freeman,4,1,2,2,1,1,1,.344,.423,.689
W. Smith,5,0,2,0,0,0,1,.309,.398,.479
M. Muncy,2,0,0,0,0,2,1,.176,.308,.278
M. Conforto,3,0,0,0,0,1,1,.142,.283,.236
M. Rojas,3,0,0,0,0,0,1,.250,.264,.346
M. Betts,1,0,0,0,0,0,0,.264,.350,.432
E. Hernández,0,0,0,0,0,0,0,.179,.243,.418
J. Outman,3,0,0,0,0,1,3,.000,.250,.000
H. Kim,4,1,1,0,0,0,1,.375,.375,.375
