player,ip,h,r,er,bb,k,hr,pc_st,era
Ty. Anderson,6.2,6,2,2,1,7,1,93-66,2.68
R. Johnson,0.2,3,1,1,0,2,1,19-13,5.52
H. Neris,0.2,0,0,0,0,2,0,11-7,27.00
J. Fermin,1.0,0,0,0,0,0,0,13-8,11.25
