player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Meidroth,4,1,1,0,0,2,0,.307,.391,.376
M. Tauchman,5,2,1,2,1,1,0,.333,.455,.500
M. Vargas,6,1,2,0,0,0,0,.233,.312,.394
A. Benintendi,5,1,2,2,0,0,0,.228,.301,.402
L. Robert Jr.,5,2,3,1,0,0,1,.192,.278,.314
J. Palacios,5,1,2,2,1,0,1,.232,.324,.368
M. Taylor,0,0,0,0,0,0,0,.191,.248,.340
M. Thaiss,2,1,0,0,0,3,1,.212,.382,.294
L. Sosa,4,0,2,3,0,1,1,.284,.305,.408
J. Rojas,2,0,0,0,0,0,1,.149,.245,.149
A. Slater,1,1,0,0,0,1,0,.208,.240,.417
V. Capra,1,0,0,0,0,0,1,.000,.000,.000
