player,ip,h,r,er,bb,k,hr,pc_st,era
N. Eovaldi,6.0,5,1,1,1,7,0,90-65,2.03
S. Armstrong,1.1,0,0,0,0,1,0,14-9,2.93
R. Garcia,0.2,0,0,0,0,2,0,8-6,1.76
C. Martin,1.0,1,0,0,0,2,0,12-9,2.16
