player,ip,h,r,er,bb,k,hr,pc_st,era
W. Warren,5.1,3,4,4,4,6,1,84-51,5.34
B. Headrick,1.0,2,2,2,0,3,1,23-16,4.22
F. Cruz,0.2,0,0,0,0,2,0,9-6,2.84
J. Loaisiga,1.0,1,0,0,0,0,0,10-8,3.12
D. Williams,1.0,0,0,0,0,1,0,14-8,6.08
