player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
T. Grisham,5,1,2,2,1,0,1,.259,.354,.538
A. Judge,5,1,2,1,1,0,1,.392,.486,.750
C. Bellinger,4,0,0,0,0,1,0,.253,.326,.447
P. Goldschmidt,5,1,1,1,1,0,0,.343,.399,.502
B. Rice,3,0,2,0,0,1,0,.250,.339,.524
A. Volpe,4,0,0,0,0,0,1,.241,.319,.433
A. Wells,3,1,1,1,1,1,2,.209,.276,.449
J. Vivas,2,0,0,0,0,0,0,.143,.250,.238
J. Dominguez,1,0,1,0,0,0,0,.244,.342,.417
P. Reyes,0,0,0,0,0,0,0,.192,.250,.231
O. Peraza,2,1,0,0,0,1,1,.157,.239,.325
J.C. Escarra,0,0,0,0,0,0,0,.245,.345,.388
D. LeMahieu,1,0,0,0,0,0,0,.179,.238,.256
