player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Duran,3,2,1,0,0,0,2,.274,.328,.430
R. Devers,4,2,1,2,1,1,0,.284,.407,.514
W. Abreu,2,0,0,1,0,0,1,.249,.325,.478
K. Campbell,2,0,0,0,0,0,2,.220,.311,.340
C. Narvaez,2,1,0,0,0,2,1,.284,.359,.451
A. Toro,3,0,2,0,0,1,0,.319,.333,.514
M. Mayer,2,1,1,1,1,0,0,.206,.270,.353
R. Gonzalez,2,0,1,2,0,0,0,.303,.347,.409
T. Story,4,0,0,0,0,0,2,.214,.261,.321
D. Hamilton,2,0,0,0,0,0,2,.198,.226,.309
R. Refsnyder,2,0,0,0,0,0,1,.290,.370,.532
C. Rafaela,4,0,0,0,0,0,1,.248,.291,.403
