player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. India,4,0,0,0,0,0,1,.240,.325,.312
B. Witt Jr.,4,0,1,0,0,0,2,.289,.349,.482
M. Garcia,3,0,1,0,0,1,0,.310,.375,.485
V. Pasquantino,3,1,3,1,1,1,0,.277,.332,.434
J. Rave,0,0,0,0,0,0,0,.235,.278,.353
S. Perez,4,0,0,0,0,0,4,.228,.264,.344
J. Caglianone,4,0,1,0,0,0,0,.095,.095,.143
D. Waters,2,0,0,0,0,0,2,.273,.308,.366
N. Loftin,2,0,1,0,0,0,0,.308,.321,.538
M. Massey,2,0,0,0,0,0,0,.202,.221,.258
M. Canha,1,0,0,0,0,1,0,.256,.326,.295
K. Isbel,4,0,1,0,0,0,0,.276,.285,.401
