player,ip,h,r,er,bb,k,hr,pc_st,era
C. Sale,6.0,3,1,1,4,10,0,103-67,2.93
D. Lee,1.1,0,0,0,0,0,0,13-7,2.39
D. Hernandez,0.1,0,0,0,2,1,0,22-9,2.22
A. Bummer,0.1,0,0,0,0,0,0,1-1,2.92
R. Iglesias,1.0,2,1,1,1,1,0,20-10,5.79
