player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Duran,4,0,0,0,0,0,1,.268,.319,.425
R. Devers,4,0,0,0,0,0,0,.297,.412,.550
R. Refsnyder,2,0,0,0,0,0,1,.314,.351,.608
A. Toro,1,1,1,1,1,0,0,.265,.265,.588
K. Campbell,4,0,2,0,0,0,1,.229,.321,.367
T. Story,2,0,0,0,0,0,0,.220,.264,.325
W. Abreu,2,0,1,0,0,0,0,.262,.349,.517
M. Mayer,4,0,0,0,0,0,3,.000,.000,.000
N. Sogard,3,0,1,0,0,0,0,.273,.304,.341
D. Hamilton,1,0,0,0,0,0,0,.209,.243,.328
C. Wong,2,0,0,0,0,1,0,.149,.245,.149
C. Rafaela,3,0,0,0,0,0,1,.226,.281,.335
