player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
K. Carpenter,3,1,1,0,0,0,1,.281,.314,.506
A. Ibanez,1,1,0,0,0,0,0,.230,.318,.351
G. Torres,2,1,2,2,0,3,0,.281,.374,.432
C. Keith,5,1,1,1,0,0,1,.218,.323,.361
R. Greene,4,0,0,0,0,1,2,.274,.332,.508
S. Torkelson,4,0,0,0,0,0,2,.239,.347,.522
Z. McKinstry,1,0,0,0,0,2,0,.275,.362,.406
J. Malloy,1,0,0,0,0,0,1,.198,.336,.279
M. Vierling,4,0,1,2,0,0,0,.200,.200,.200
T. Sweeney,3,0,0,0,0,0,0,.235,.297,.337
J. Baez,1,1,0,0,0,0,1,.291,.327,.473
J. Rogers,4,0,0,0,0,0,2,.160,.276,.240
