player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,4,1,1,0,0,1,2,.252,.327,.287
K. Stowers,3,0,0,0,0,1,3,.302,.376,.509
A. Ramirez,4,1,2,0,0,1,2,.265,.308,.633
J. Sánchez,5,0,2,1,0,0,1,.230,.319,.311
C. Norby,3,1,1,1,0,1,1,.226,.273,.339
M. Mervis,3,1,1,0,0,0,2,.198,.271,.465
E. Wagaman,1,0,1,0,0,0,0,.252,.295,.391
D. Myers,4,0,2,1,0,0,1,.361,.403,.528
R. Simon,2,0,0,0,0,0,1,.227,.320,.318
J. Sanoja,1,0,0,0,0,1,0,.288,.324,.379
L. Hicks,2,1,1,2,1,0,0,.250,.329,.391
N. Fortes,2,0,0,0,0,0,1,.296,.321,.444
