player,ip,h,r,er,bb,k,hr,pc_st,era
D. Lynch,2.2,3,1,1,1,4,1,42-25,1.75
J. Bowlan,1.1,1,1,1,0,2,1,17-11,2.57
E. Sisk,0.1,1,0,0,2,1,0,23-11,1.69
T. Clarke,2.2,1,1,1,0,3,1,27-18,0.82
J. Schreiber,0.1,2,3,3,3,1,0,30-16,3.80
A. Zerpa,0.2,0,0,0,0,0,0,9-8,5.14
S. Cruz,1.0,2,1,1,0,0,0,18-13,1.93
