player,ip,h,r,er,bb,k,hr,pc_st,era
L. Severino,6.0,7,2,2,0,5,0,99-63,4.11
G. Holman,0.2,4,5,5,1,2,2,26-15,3.60
M. Spence,1.1,0,0,0,0,2,0,27-18,4.26
C. Duran,0.1,1,3,3,3,0,0,27-10,81.00
H. Harris,0.2,1,0,0,0,1,0,11-9,3.77
