player,ip,h,r,er,bb,k,hr,pc_st,era
M. Liberatore,5.0,7,5,4,1,5,1,91-55,3.08
G. Graceffo,1.0,4,4,4,2,1,0,40-23,7.47
M. Svanson,1.0,3,2,2,0,1,1,25-18,4.15
A. Burleson,1.0,1,0,0,0,0,0,7-4,0.00
