player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
K. Carpenter,3,0,1,0,0,1,0,.280,.314,.503
G. Torres,3,0,0,0,0,1,0,.271,.355,.417
C. Keith,4,0,1,0,0,0,1,.219,.327,.359
D. Dingler,3,0,1,0,0,0,0,.298,.322,.454
R. Greene,1,0,0,0,0,0,1,.280,.335,.518
J. Rogers,0,0,0,0,0,0,0,.190,.320,.286
S. Torkelson,4,1,1,1,1,0,3,.244,.353,.533
T. Sweeney,4,0,1,0,0,0,2,.239,.302,.344
A. Ibanez,3,0,0,0,0,0,0,.233,.313,.356
J. Malloy,1,0,0,0,0,0,0,.200,.340,.282
A. Baddoo,3,0,0,0,0,0,1,.118,.167,.176
M. Vierling,1,0,0,0,0,0,0,.000,.000,.000
J. Baez,3,0,1,0,0,0,1,.293,.329,.476
