player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
H. Ramos,4,0,1,0,0,1,0,.295,.361,.487
J. Lee,5,0,1,0,0,0,3,.275,.323,.432
W. Flores,3,0,1,0,0,0,0,.254,.318,.413
C. Koss,0,0,0,0,0,0,0,.219,.275,.266
M. Chapman,5,0,1,0,0,0,2,.234,.355,.421
M. Yastrzemski,2,0,0,0,0,0,1,.237,.335,.374
J. Encarnacion,3,0,0,0,0,0,1,.000,.000,.000
W. Adames,2,0,0,0,0,2,1,.206,.293,.325
L. Wade Jr.,0,0,0,0,0,0,0,.167,.275,.271
C. Schmitt,2,0,0,0,0,1,1,.186,.300,.256
P. Bailey,3,0,1,0,0,1,1,.188,.248,.268
T. Fitzgerald,3,0,0,0,0,1,0,.264,.326,.380
