player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Sánchez,4,2,2,1,1,1,0,.231,.338,.347
A. Ramirez,5,1,1,1,0,0,2,.241,.303,.500
E. Wagaman,5,0,0,0,0,0,1,.246,.295,.380
K. Stowers,5,0,0,0,0,0,1,.300,.369,.528
O. Lopez,4,0,1,0,0,0,0,.222,.295,.326
C. Norby,4,0,2,1,0,0,1,.294,.333,.454
M. Mervis,2,0,0,0,0,0,0,.175,.254,.383
J. Sanoja,2,0,0,0,0,0,2,.248,.282,.330
R. Simon,2,0,1,0,0,1,1,.222,.321,.267
V. Mesa Jr.,1,0,0,0,0,0,1,.000,.000,.000
G. Pauley,0,0,0,0,0,0,0,.210,.261,.284
N. Fortes,3,0,0,0,0,0,0,.216,.259,.353
L. Hicks,1,0,0,0,0,0,0,.273,.343,.477
