player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Ramirez,5,1,2,0,0,0,1,.253,.315,.535
E. Wagaman,5,1,3,3,1,0,0,.253,.302,.398
O. Lopez,4,0,0,0,0,1,1,.218,.287,.331
C. Norby,4,1,2,0,0,1,1,.274,.319,.415
K. Stowers,4,0,3,1,0,1,0,.319,.392,.566
N. Fortes,5,0,2,0,0,0,0,.229,.260,.375
D. Hill,2,0,1,0,0,1,1,.212,.288,.348
M. Mervis,2,0,0,0,0,0,2,.179,.262,.393
J. Sánchez,3,0,0,0,0,2,1,.229,.336,.321
J. Sanoja,2,0,0,0,0,0,1,.238,.277,.314
L. Hicks,1,0,0,0,0,0,0,.274,.340,.488
G. Pauley,2,1,1,0,0,0,0,.210,.261,.284
