player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
A. Verdugo,2,0,0,1,0,1,0,.252,.314,.324
S. Fairchild,2,1,1,0,0,0,0,.156,.206,.250
A. Riley,5,0,0,0,0,0,3,.276,.326,.433
M. Olson,5,2,3,2,1,0,1,.250,.357,.483
M. Ozuna,4,2,3,2,1,1,0,.278,.426,.487
O. Arcia,0,0,0,0,0,0,0,.194,.219,.226
D. Baldwin,5,0,0,0,0,0,0,.337,.379,.551
O. Albies,4,1,1,0,0,1,1,.226,.286,.333
E. White,5,0,0,0,0,0,2,.274,.320,.436
M. Harris,4,0,1,2,0,0,0,.225,.259,.342
N. Allen,2,0,0,0,0,1,1,.258,.324,.289
S. Murphy,1,0,1,0,0,0,0,.231,.328,.500
L. Williams,0,1,0,0,0,0,0,.000,.000,.000
