player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Smith,4,0,3,1,0,1,0,.330,.406,.489
W. Langford,5,1,1,1,0,0,1,.292,.364,.531
C. Seager,5,1,1,0,0,0,2,.286,.337,.451
J. Pederson,3,1,2,1,0,0,1,.114,.196,.182
B. Crim,2,0,0,0,0,0,0,.000,.222,.000
M. Semien,5,1,2,0,0,0,1,.190,.273,.246
A. García,3,0,3,1,0,1,0,.236,.289,.390
E. Carter,5,1,2,0,0,0,1,.400,.400,.400
J. Heim,4,1,2,1,0,0,1,.284,.333,.432
J. Jung,4,0,0,0,0,0,2,.263,.298,.394
