player,ip,h,r,er,bb,k,hr,pc_st,era
D. Rasmussen,5.0,1,0,0,0,8,0,79-53,2.14
M. Montgomery,0.2,1,0,0,0,1,0,14-10,5.12
E. Uceta,0.1,0,0,0,0,1,0,5-3,4.81
G. Cleavinger,1.0,2,1,1,1,2,0,16-12,2.78
K. Kelly,1.0,0,0,0,0,0,0,10-7,3.68
P. Fairbanks,1.0,0,0,0,0,0,0,9-6,1.96
