player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J.P. Crawford,4,1,0,0,0,1,3,.262,.386,.366
J. Polanco,3,0,0,0,0,0,3,.291,.345,.575
M. Garver,2,0,1,0,0,0,0,.227,.356,.280
C. Raleigh,5,0,2,0,0,0,3,.253,.371,.579
R. Arozarena,4,0,2,0,0,1,1,.231,.366,.396
R. Tellez,3,0,2,1,0,0,1,.207,.264,.459
D. Solano,2,0,0,0,0,0,0,.138,.162,.169
L. Taveras,4,0,0,0,0,0,2,.167,.196,.292
D. Moore,4,1,2,1,1,0,0,.279,.339,.514
M. Mastrobuoni,1,0,0,0,0,1,0,.207,.278,.241
L. Rivas,1,0,0,0,0,1,1,.300,.444,.320
B. Williamson,4,0,1,0,0,0,1,.239,.265,.301
