player,ip,h,r,er,bb,k,hr,pc_st,era
M. Spence,5.0,3,1,1,1,4,1,57-39,4.09
S. Newcomb,1.2,2,2,2,2,1,0,45-25,4.02
M. Kelly,1.1,0,0,0,1,2,0,19-9,0.00
M. Miller,1.0,0,0,0,1,0,0,9-4,5.23
