player,ip,h,r,er,bb,k,hr,pc_st,era
W. Buehler,2.0,7,7,5,2,2,2,67-42,5.18
Z. Kelly,2.0,1,0,0,0,4,0,35-23,6.60
B. Bernardino,1.0,2,1,1,1,2,0,21-16,2.10
C. Criswell,3.0,4,1,1,1,2,1,41-27,6.00
