player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
X. Edwards,3,0,1,0,0,0,0,.283,.353,.315
J. Sánchez,4,1,2,1,0,0,0,.274,.363,.404
A. Ramirez,3,0,0,0,0,1,0,.246,.310,.472
K. Stowers,4,0,2,1,0,0,0,.283,.352,.488
O. Lopez,4,0,0,0,0,0,2,.233,.307,.352
E. Wagaman,4,0,1,0,0,0,0,.249,.297,.376
D. Myers,3,0,0,0,0,0,0,.305,.353,.442
L. Hicks,1,0,0,0,0,0,0,.276,.351,.469
N. Fortes,2,1,0,0,0,1,1,.177,.250,.290
C. Norby,1,0,0,0,0,0,0,.252,.291,.392
J. Sanoja,1,0,0,0,0,2,0,.242,.292,.331
H. Hernandez,1,0,0,0,0,0,0,.000,.167,.000
