player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. India,5,2,3,2,0,0,0,.248,.331,.323
B. Witt Jr.,5,1,2,2,1,0,0,.291,.349,.492
M. Garcia,5,0,2,1,0,0,0,.312,.375,.487
V. Pasquantino,5,1,2,0,0,0,2,.280,.333,.433
S. Perez,4,1,1,2,1,1,1,.229,.266,.355
J. Caglianone,4,0,4,0,0,0,0,.240,.240,.320
J. Schreiber,0,0,0,0,0,0,0,.000,.000,.000
T. Richards,0,0,0,0,0,0,0,.000,.000,.000
C. Estevez,0,0,0,0,0,0,0,.000,.000,.000
N. Loftin,4,0,0,0,0,0,1,.267,.281,.467
J. Rave,1,0,0,0,0,1,0,.222,.300,.333
M. Canha,1,0,1,0,0,0,0,.266,.333,.304
D. Waters,0,2,0,0,0,1,0,.273,.312,.366
K. Isbel,3,0,1,0,0,0,1,.277,.286,.400
