player,ip,h,r,er,bb,k,hr,pc_st,era
K. Rocker,3.1,6,5,5,2,5,1,66-45,8.87
J. Webb,1.1,1,0,0,0,2,0,31-25,5.00
H. Milner,1.1,1,0,0,0,2,0,17-11,1.93
C. Winn,1.0,0,0,0,1,1,0,17-9,0.00
S. Armstrong,1.0,0,0,0,0,2,0,16-13,3.65
