player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
M. Tauchman,2,2,0,0,0,2,1,.288,.415,.530
C. Meidroth,4,1,1,0,0,0,1,.299,.383,.370
A. Benintendi,4,1,1,0,0,0,1,.246,.317,.430
M. Vargas,3,1,1,3,1,1,0,.237,.319,.421
J. Palacios,2,0,0,0,0,0,0,.207,.299,.314
E. Quero,2,0,1,1,0,0,1,.262,.343,.310
K. Teel,2,0,0,0,0,0,1,.375,.500,.375
A. Slater,2,0,0,0,0,0,1,.244,.311,.488
L. Robert Jr.,4,0,0,1,0,0,1,.177,.265,.281
J. Rojas,3,0,0,0,0,1,1,.169,.257,.213
M. Taylor,0,0,0,0,0,0,0,.211,.283,.368
T. Elko,3,0,0,0,0,1,3,.184,.231,.449
