player,ip,h,r,er,bb,k,hr,pc_st,era
J. Steele,4.0,5,5,5,1,5,2,67-44,11.25
N. Pearson,1.0,1,1,1,0,2,1,17-11,9.00
C. Thielbar,1.0,0,0,0,0,1,0,13-8,0.00
J. Merryweather,1.0,1,0,0,2,0,0,17-9,0.00
P. Hodge,1.0,0,0,0,1,1,0,15-7,0.00
R. Pressly,1.0,0,0,0,3,0,0,16-4,0.00
