player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
G. Perdomo,3,0,0,0,0,0,1,.271,.367,.427
T. Tawa,0,0,0,0,0,1,0,.237,.308,.447
K. Marte,3,0,1,0,0,0,1,.299,.416,.612
I. Vargas,1,0,0,0,0,0,0,.091,.091,.091
P. Smith,3,0,1,0,0,1,1,.284,.397,.458
J. Naylor,4,0,1,0,0,0,1,.288,.344,.445
A. Garcia,0,0,0,0,0,0,0,.000,.000,.000
E. Suarez,4,1,2,1,1,0,1,.233,.309,.509
L. Gurriel Jr.,4,0,1,0,0,0,1,.249,.295,.432
R. Grichuk,4,0,0,0,0,0,0,.253,.313,.451
A. Thomas,4,0,1,0,0,0,0,.255,.297,.366
J. Herrera,3,0,0,0,0,1,2,.185,.312,.277
