player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Nootbaar,3,1,1,0,0,1,2,.249,.350,.409
M. Winn,4,0,1,0,0,0,0,.276,.350,.431
B. Donovan,4,0,0,0,0,0,0,.323,.383,.461
W. Contreras,4,0,1,1,0,0,0,.242,.322,.377
I. Herrera,3,0,1,0,0,1,2,.333,.421,.578
N. Arenado,4,0,0,0,0,0,0,.228,.300,.374
A. Burleson,3,0,1,0,0,1,0,.279,.327,.403
P. Pages,2,0,0,0,0,0,2,.210,.252,.355
N. Gorman,1,0,0,0,0,0,0,.187,.280,.297
Y. Pozo,0,0,0,0,0,0,0,.321,.333,.434
V. Scott,2,0,0,0,0,0,0,.256,.332,.347
R. Vilade,1,0,0,0,0,0,0,.000,.000,.000
