player,ip,h,r,er,bb,k,hr,pc_st,era
A. Pallante,4.1,7,7,7,0,2,2,71-50,4.91
S. Matz,1.1,3,2,2,0,2,0,23-20,2.60
K. Leahy,0.2,2,1,1,1,1,0,18-9,2.56
J. King,1.0,0,0,0,1,0,0,13-8,3.54
M. Svanson,1.2,1,0,0,0,0,0,17-12,3.48
