player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
F. Tatis Jr.,3,1,0,0,0,1,0,.265,.336,.484
L. Arraez,4,1,2,1,0,0,0,.289,.321,.417
M. Machado,3,1,1,2,1,0,1,.308,.373,.488
J. Merrill,3,0,2,1,0,1,0,.331,.373,.532
G. Sheets,1,0,0,0,0,0,0,.267,.323,.494
B. Lockridge,1,0,0,0,0,0,0,.194,.254,.258
T. Wade,2,0,1,1,0,0,0,.246,.350,.290
X. Bogaerts,3,1,1,0,0,1,1,.242,.329,.335
J. Cronenworth,3,0,0,0,0,0,1,.240,.376,.440
J. Iglesias,3,1,0,0,0,1,2,.245,.303,.291
M. Maldonado,2,0,0,0,0,0,1,.176,.208,.270
E. Diaz,2,1,1,1,0,0,0,.220,.278,.325
