player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
C. Abrams,4,1,1,0,0,0,2,.273,.346,.486
J. Wood,2,0,0,0,0,2,2,.286,.385,.567
N. Lowe,4,0,1,1,0,0,1,.230,.300,.381
L. Garcia Jr.,4,0,0,0,0,0,2,.247,.293,.398
J. Bell,4,0,1,0,0,0,0,.185,.284,.358
R. Hassell,4,0,1,0,0,0,2,.268,.268,.366
K. Ruiz,4,0,1,0,0,0,1,.269,.308,.350
J. Tena,3,0,0,0,0,1,1,.254,.321,.381
D. Lile,4,0,1,0,0,0,2,.214,.281,.393
