player,ip,h,r,er,bb,k,hr,pc_st,era
B. Singer,5.0,4,3,3,3,4,1,97-59,4.66
B. Suter,1.0,1,0,0,0,1,0,19-11,2.35
I. Gibaut,1.2,0,0,0,0,1,0,14-10,5.51
T. Rogers,0.1,0,0,0,0,0,0,6-4,2.66
S. Barlow,1.0,0,0,0,0,1,0,19-11,3.86
