player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Pena,5,1,3,0,0,0,1,.324,.382,.494
I. Paredes,2,1,1,0,0,3,1,.254,.356,.474
J. Altuve,5,1,2,1,0,0,1,.267,.312,.404
C. Walker,4,0,1,2,0,1,0,.210,.274,.358
J. Meyers,4,0,1,0,0,1,0,.286,.346,.396
V. Caratini,3,0,0,0,0,0,0,.264,.338,.388
M. Dubon,4,0,1,0,0,0,0,.257,.291,.343
B. Rodgers,3,1,1,1,1,1,1,.194,.270,.291
J. Melton,4,0,0,0,0,0,0,.188,.235,.188
