player,ip,h,r,er,bb,k,hr,pc_st,era
C. Sanchez,6.0,4,1,1,4,4,1,96-55,3.15
J. Ross,1.0,0,0,0,0,1,0,9-7,4.34
M. Lazar,1.0,1,2,2,2,1,1,22-10,5.68
C. Hernandez,1.0,0,0,0,0,1,0,10-8,5.87
