player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
B. Bichette,5,0,1,0,0,0,1,.277,.325,.430
V. Guerrero Jr.,4,1,2,2,0,0,1,.283,.391,.438
G. Springer,4,1,1,1,0,0,0,.257,.371,.474
A. Kirk,4,0,2,1,0,0,0,.301,.350,.386
A. Roden,0,1,0,0,0,0,0,.178,.262,.260
A. Barger,4,1,1,3,1,0,1,.267,.333,.483
E. Clement,4,1,2,0,0,0,0,.283,.323,.399
D. Schneider,3,1,1,0,0,1,1,.111,.360,.111
M. Straw,2,1,1,0,0,0,1,.289,.324,.371
N. Lukes,2,1,1,1,0,0,0,.276,.369,.419
J. Clase,4,0,1,0,0,0,1,.273,.347,.341
A. Sanchez,0,0,0,0,0,0,0,.182,.182,.273
