player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Duran,3,1,1,0,0,2,0,.274,.323,.423
R. Devers,4,1,1,1,0,1,1,.285,.408,.506
W. Abreu,2,1,2,2,0,0,0,.251,.329,.483
R. Refsnyder,2,0,0,0,0,0,1,.300,.380,.550
C. Narvaez,4,2,2,1,0,1,1,.288,.356,.456
M. Mayer,2,1,0,1,0,1,0,.188,.257,.250
R. Gonzalez,2,0,1,0,0,0,0,.297,.343,.406
A. Toro,4,1,2,2,0,0,0,.304,.310,.493
C. Rafaela,5,1,1,2,1,0,2,.252,.296,.411
D. Hamilton,3,1,2,2,0,0,0,.203,.232,.316
T. Story,1,1,0,0,0,0,0,.217,.265,.326
K. Campbell,2,1,0,0,0,0,1,.222,.314,.343
