player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
J. Lowe,4,0,1,0,0,0,1,.322,.385,.525
B. Lowe,4,0,0,0,0,0,3,.242,.295,.430
Y. Diaz,4,0,0,0,0,0,0,.237,.281,.397
J. Aranda,3,0,1,0,0,0,1,.320,.406,.509
T. Walls,0,0,0,0,0,0,0,.188,.277,.227
C. Morel,1,0,0,0,0,0,1,.203,.287,.336
J. Caminero,3,0,0,0,0,1,1,.262,.291,.505
J. Mangum,3,0,0,0,0,0,1,.316,.357,.405
K. Misner,1,0,0,0,0,1,0,.224,.293,.365
C. Mead,1,0,0,0,0,0,1,.214,.287,.345
J. Caballero,3,0,0,0,0,0,0,.252,.331,.388
M. Thaiss,0,0,0,0,0,3,0,.213,.398,.292
