player,ip,h,r,er,bb,k,hr,pc_st,era
C. Horton,5.1,6,3,3,1,3,0,77-52,4.21
C. Thielbar,1.2,1,0,0,0,1,0,17-13,2.05
G. Cabrera,1.0,0,0,0,0,0,0,9-6,2.70
R. Pressly,1.0,1,0,0,0,0,0,13-8,4.50
