player,ab,r,h,rbi,hr,bb,k,avg,obp,slg
L. Nootbaar,5,1,2,0,0,0,0,.252,.352,.406
M. Winn,5,0,0,1,0,0,0,.273,.348,.426
B. Donovan,3,1,0,0,0,1,2,.317,.384,.455
W. Contreras,4,1,2,1,0,1,0,.245,.325,.384
I. Herrera,3,1,2,2,1,1,0,.337,.422,.592
N. Arenado,4,1,0,1,0,0,1,.223,.293,.363
A. Burleson,3,0,1,0,0,0,0,.292,.341,.429
V. Scott,1,0,0,0,0,0,0,.249,.324,.337
R. Vilade,4,0,0,0,0,0,0,.000,.000,.000
P. Pages,2,0,1,0,0,0,0,.214,.255,.357
N. Gorman,0,0,0,0,0,0,0,.200,.295,.337
Y. Pozo,1,1,0,1,0,0,0,.315,.321,.426
